division_id,identifier,position,abstract,date
ocd-division/country:ca/csd:3506008,A-2014-00025,25,"To obtain a complete copy of any document or, preferably, of statistics reports or tables that indicate the number of parking tickets issued during a winter parking ban in effect. ",2014-01-01/2014-03-31
ocd-division/country:ca/csd:3506008,A-2014-00053,53,"Briefing notes, meeting minutes, memos and financial records for the City of Ottawa sports strategy (Arts, Culture, Heritage and Advisory Committee) from September 2013 to January 25, 2014.",2014-01-01/2014-03-31
ocd-division/country:ca/csd:3506008,A-2014-00056,56,"Records related to communication between Nancy Schepers, the City’s Deputy Manager of Planning and Infrastructures, and Louis W. Bray Construction.",2014-01-01/2014-03-31
ocd-division/country:ca/csd:3506008,A-2014-00078,78,"Road sand/salt maintenance log book – salt management of the City of Ottawa for Highway 174 for the period of April 5th to April 10th, 2013. ",2014-01-01/2014-03-31
ocd-division/country:ca/csd:3506008,A-2014-00081,81,"Obtain copies of all documents, including statistics or other data that would show me the movement in the number of employees (separate managers from employees) at OC Transpo for each of the following years, 2000-2014 to today, February 3.",2014-01-01/2014-03-31
ocd-division/country:ca/csd:3506008,A-2014-00084,84,"Information regarding problems or complaints concerning newspaper vending boxes cluttering or blocking pedestrians access, including but not limited to letters of complaints, memos, meeting minutes and correspondence from the public   from June 1, 2013 to February 5, 2014.",2014-01-01/2014-03-31
ocd-division/country:ca/csd:3506008,A-2014-00117,117,"Complete list of all respondent teams who submitted to the City RFQ No. 01413-90957-Q01 Ottawa Art Gallery and Arts Court redevelopment, including a detailed record of their respective consortiums (professionals, general contractor, specialist consultant).",2014-01-01/2014-03-31
ocd-division/country:ca/csd:3506008,A-2013-00545,545,"Records since January 1, 2013 containing reports, memos, budgets, correspondence and progress updates regarding the advance metering infrastructure (AMI), etc. ",2014-01-04/2014-06-30
ocd-division/country:ca/csd:3506008,A-2013-00754,754,Records in reference to the Glebe Community Centre from 2012 and 2013. ,2014-01-04/2014-06-30
ocd-division/country:ca/csd:3506008,A-2014-00041,41,Copies of Contractor's submitted Snow Removal Services Tenders (RFQ) as follows: RFT 01813-96872-T04 RFT 01813-96872-T05 RFT 01813-96872-T06 RFT 01813-96872-T07,2014-01-04/2014-06-30
ocd-division/country:ca/csd:3506008,A-2014-00042,42,Various Documents regarding Glen Cairn Storm water Management,2014-01-04/2014-06-30
ocd-division/country:ca/csd:3506008,A-2014-00052,52,"All completed ""Staff Agency Review"" reports for 2009 and 2012 for all privately owned and non-profit domiciliary hostels operated pursuant to agreements with the City of Ottawa.",2014-01-04/2014-06-30
ocd-division/country:ca/csd:3506008,A-2014-00079,79,"Requesting the number of verifiable people per day using Centre 454 services. Also, how much sustained funding has been applied for and granted to Centre 454 and a copy of the grant.",2014-01-04/2014-06-30
ocd-division/country:ca/csd:3506008,A-2014-00105,105,"All communications between Nancy Schepers' Office, the Mayor's Office, Steve Kanellakos' Office and Rideau Transit Group between Feb 20 and Feb 23, 2014",2014-01-04/2014-06-30
ocd-division/country:ca/csd:3506008,A-2014-00109,109,"Records between January 1, 2013 and Feb. 25, 2014 detailing strategies and proposals to animate, improve or change the Rink of Dreams at Ottawa City Hall.",2014-01-04/2014-06-30
ocd-division/country:ca/csd:3506008,A-2014-00110,110,"I am seeking a copy of a petition with regard to the extension of the public sanitary sewer system in the Manotick Core Area, which petition was certified by the Clerk of the City of Ottawa on October 12, 2007, etc.",2014-01-04/2014-06-30
ocd-division/country:ca/csd:3506008,A-2014-00113,113,"Records relating to the municipal business licensing of adult entertainment clubs, body rub parlours and holistic centres for the last 20 years.",2014-01-04/2014-06-30
ocd-division/country:ca/csd:3506008,A-2014-00126,126,"All documents regarding Justin Trudeau's speech to the Mayor's breakfast event on February 27th, 2014.",2014-01-04/2014-06-30
ocd-division/country:ca/csd:3506008,A-2014-00127,127,"All accident reports for City of Ottawa owned or leased vehicles working out of Roger Stevens Drive Yard, and/or all accident reports for City employees working out of Roger Stevens Drive Yard, for the period of January 2004 to present.",2014-01-04/2014-06-30
ocd-division/country:ca/csd:3506008,A-2014-00132,132,All 2012 and 2013 Environmental Compliance audit reports for the Lemieux Island and the Britannia water treatment plants and the Robert O. Pickard Environmental Centre,2014-01-04/2014-06-30
ocd-division/country:ca/csd:3506008,A-2014-00145,145,"All communications, including emails and paper documents between/among City of Ottawa Councillors or the Mayor, and staff regarding the Ontario Drinking Water Standards pertaining to D55, objectives and guidelines or ODWO since 2008 to present.",2014-01-04/2014-06-30
ocd-division/country:ca/csd:3506008,A-2014-00148,148,"Any record showing average hourly, daily, weekly or monthly fuel consumption in litres for RTE #159 OC Transpo for the period of January 1m 2013 to February 28, 2014, etc.",2014-01-04/2014-06-30
ocd-division/country:ca/csd:3506008,A-2014-00149,149,"Complete copy of: ACE2012-404836 - Quebec Government seeks declaratory ruling that Air Canada is in violation of the air Canada Public Participation Act, etc.",2014-01-04/2014-06-30
ocd-division/country:ca/csd:3506008,A-2014-00151,151,Copy of the Study Design for the Phase 2B work that was completed during Phase 2A of the study. This was previously posted on the study website. This document was prepared by the Aecom-Delcan consulting team. The website is no longer accessible.,2014-01-04/2014-06-30
ocd-division/country:ca/csd:3506008,A-2014-00154,154,A list of all businesses in the City of Ottawa that have obtained various municipal licences,2014-01-04/2014-06-30
ocd-division/country:ca/csd:3506008,A-2014-00167,167,Rates of suspension from Ottawa Schools in the last five years because students were not immunized according to Ottawa Public Health and its enforcement of the Immunization of Schools Pupils Act. Numbers should be broken down by school,2014-01-04/2014-06-30
ocd-division/country:ca/csd:3506008,A-2014-00168,168,Complete copy of City's Attendance Management Policy and Guidelines currently in use Complete copy of City's Priority Placement/Permanent Accommodation Policy and Guidelines currently in use,2014-01-04/2014-06-30
ocd-division/country:ca/csd:3506008,A-2014-00173,173,"The list of all enterprises that sell or will sell in 2014 frozen yogurt (mostly self-serve frozen yogurt) such as Menchie's, Kiwi Kraze, etc. in all of Ottawa, Kanata and Stittsville",2014-01-04/2014-06-30
ocd-division/country:ca/csd:3506008,A-2014-00181,181,"A list of personally branded merchandise purchased/expensed by each Council member between December 1, 2010 and December 31, 2013.",2014-01-04/2014-06-30
ocd-division/country:ca/csd:3506008,A-2014-00187,187,"A list of all MFIPPA requests that were closed/completed between January 1, 2014 and March 31, 2014 inclusive",2014-01-04/2014-06-30
ocd-division/country:ca/csd:3506008,A-2014-00188,188,"All election related ""Notice of Leave"" correspondence between City of Ottawa employee Catherine McKenney and City Council (and/or delegated authority staff members such as the City Solicitor, City Clerk, or Elections Ottawa) from January 1st. 2014 to April 8th. 2014",2014-01-04/2014-06-30
ocd-division/country:ca/csd:3506008,A-2014-00210,210,"Obtain copies of all documents the City of Ottawa has, which would show the total internal and external legal fees paid by the City of Ottawa to defend itself from lawsuits by individuals due to road conditions, vehicle damage or accidents from 2005 to April 2014..",2014-01-04/2014-06-30
ocd-division/country:ca/csd:3506008,A-2014-00211,211,"Obtain copies of all documents City of Ottawa has, which would show how much the City of Ottawa paid out to individuals to resolve disputes of this type due to road conditions and vehicle damage from 2005 to April 7, 2014",2014-01-04/2014-06-30
ocd-division/country:ca/csd:3506008,A-2014-00219,219,"Statistics or other data, that the City of Ottawa holds, that allows me to see the complaints that have been registered with or reported to the City of Ottawa for each of the following years: 2008 to 2014 (to date). ",2014-01-04/2014-06-30
ocd-division/country:ca/csd:3506008,A-2014-00220,220,"Statistics that the City of Ottawa holds, that allows me to see the overtime paid to City of Ottawa employees for the following years: 2006 to 2014 (to date). The documents must show me, by year, the number of overtime hours and the total amount of money, per year, paid in overtime to the following employees:     City public servants, including executives, Firefighters and Police officers.",2014-01-04/2014-06-30
ocd-division/country:ca/csd:3506008,A-2014-00221,221,"Statistics that the City of Ottawa holds, that allows me to see the bonuses, performance bonuses, or other incentives paid to the employees listed below for the following years: 2006 to 2014 (to date). The documents should show me the numbers by year, for bonuses, premiums, and incentives, and the total amount per year for City public servants, including executives, Firefighters and Police officers.. ",2014-01-04/2014-06-30
ocd-division/country:ca/csd:3506008,A-2014-00223,223,"All records referring to, regarding or created for the purposes of the enforcement of by-laws, policies, and procedures relating to the licensing and activities of street performers/performances in the ByWard Market, etc",2014-01-04/2014-06-30
ocd-division/country:ca/csd:3506008,A-2014-00232,232,"Documents relating to levels/density/intensification/overrepresentation of subsidized/community/rent-to-income housing in the Clementine/Heron Park/Billings Bridge area from January 1, 2012 to the present.",2014-01-04/2014-06-30
ocd-division/country:ca/csd:3506008,A-2014-00237,237,"All records since January 1, 2008 reporting, referring to, or addressing any breaches or complaints regarding the use of sound reproduction or amplification equipment contrary to paragraph 62(1)(b) of the ByWard Market Program By-Law, By-Law No. 2008-449",2014-01-04/2014-06-30
ocd-division/country:ca/csd:3506008,A-2014-00243,243,Reports done in 2013 and 2014 related to results of the 24-hour shift pilot project by Ottawa Fire Services.,2014-01-04/2014-06-30
ocd-division/country:ca/csd:3506008,A-2014-00244,244,"I would like an electronic list of all parking infractions along with associated fines collected by the City of Ottawa since January 1, 2008. Please include as much of the following information as possible: date and time of infraction, location of infraction.",2014-01-04/2014-06-30
ocd-division/country:ca/csd:3506008,A-2014-00247,247,Seeking information on all tickets for infractions given out on the Laurier SBL from its installation in June 2011 to present. Would also like stats on complaints for the same period.,2014-01-04/2014-06-30
ocd-division/country:ca/csd:3506008,A-2014-00286,286,All documents related to discussions and planning sessions between the NCC staff and the City of Ottawa staff concerning the use of the NCC green corridor (1.2 km) beside the Sir John A MacDonald Parkway from Dominion to Cleary for the use of the proposed Western Extension of the Light Rail Project,2014-01-04/2014-06-30
ocd-division/country:ca/csd:3506008,A-2014-00301,301,Any contract between Orgaworld and the City of Ottawa relating to the processing of organic waste,2014-01-04/2014-06-30
ocd-division/country:ca/csd:3506008,A-2014-00304,304,"Emails sent or received by Danielle Gagnon, Correspondence Coordinator, from October 1st, 2013 to November 7th, 2013 which mentions the Prime Minister's Office or concerning the Prime Minister's Office.",2014-01-04/2014-06-30
ocd-division/country:ca/csd:3506008,A-2015-00006,6,"All e-mail and written correspondence, memos, briefing material, administrative and financial records, research, planning, project files, reports and other such information related to the Ottawa Public Library Facility planning process involving external resources, requests for proposal (RFP), Public Private Partnership (P3), P3 business case, standard response to deal with project interest, procurement process from January 2014 until December 18, 2014.",2015-01-01/2015-05-30
ocd-division/country:ca/csd:3506008,A-2015-00008,8,"Records showing last date of maintenance or replacement of metal nosing on stairs on east and west corridors of Westboro station, as well as, the company contracted to install, replace, and maintain stair nosing.",2015-01-01/2015-05-30
ocd-division/country:ca/csd:3506008,A-2015-00017,17,"All call-ups against the Standing Offer for Temporary Help Services requested by and for the City of Ottawa for the period between December 2012 and December 2014, inclusive",2015-01-01/2015-05-30
ocd-division/country:ca/csd:3506008,A-2015-00059,59,"Information regarding confirmed Lyme disease cases in animals in Ottawa, specifically the statistics from January 1, 2013 to January 1, 2015 and the costs associated with these cases",2015-01-01/2015-05-30
ocd-division/country:ca/csd:3506008,A-2015-00072,72,"Motor vehicle accident on August 8, 2013 [ ] - Provide a copy of any documentation regarding the 911 call, ambulance records, officer(s) memo book notes, witness contact information, any other records or reports arising from this accident and any other material in the City's possession, Police report.",2015-01-01/2015-05-30
ocd-division/country:ca/csd:3506008,A-2015-00082,82,"Please send all memos, e-mail and briefing notes regarding cyber-threats, hacking, cyber-security, web-hosting and servers sent between senior level IT administrators and the mayor's office between Jan. 1, 2014 to February 13, 2014.",2015-01-01/2015-05-30
ocd-division/country:ca/csd:3506008,A-2015-00095,95,"Please provide any records from July 1, 2014 to present (including but not limited to meeting minutes, emails and briefing notes) related to OC Transpo Service Complaints - from customer relations only.",2015-01-01/2015-05-30
ocd-division/country:ca/csd:3506008,A-2015-00107,107,"All emails, notes, memos, briefing notes, permits, work orders, approvals, notices of activity, and mitigation plans in possession of City of Ottawa staff: Including: David Ryan, Marc Gagne, Nick Stow, John Kukalis Shad Qadri Scott Moffatt Mayor Watson; Ministry of Natural Resources and Forestry (OMNRF); Mississippi Valley Conservation Authority (MVCA) regarding: Upper Poole Creek Wetland (UPCW) portion of the provincially significant Goulbourn Wetlands complex; the Hazeldean Road Municipal Drain, Poole Creek, and or the Trans Canada Trail between West Ridge Drive in Stittsville and Jinkinson Rd. Between January 1, 2014 and January 13, 2015",2015-01-01/2015-05-30
ocd-division/country:ca/csd:3506008,A-2015-00121,121,"All internal communication including emails and memos about Ontario's ""Social Assistance Management System"" also known as ""SAMS"" computer software. The time period requested is from July 2014 - February 3, 2015",2015-01-01/2015-05-30
